epoch_num,train_epoch_loss,uw_val_epoch_loss,val_epoch_loss,iou_loss,giou_loss,diou_loss,ciou_loss,center_loss,size_loss,obj_loss,precision,recall,f1_score,average_precision,true_positives,false_positives,false_negatives
7,0,7.526275634765625,1.0751819610595703,0.9974822402000427,1.954990267753601,1.8867254257202148,1.8881431818008423,0.009253377094864845,0.0031896443106234074,0.7864914536476135,0.093937575030012,0.49486166007905136,0.1579013747004666,0.21463824630882763,626,6038,639
