epoch_num,train_epoch_loss,uw_val_epoch_loss,val_epoch_loss,iou_loss,giou_loss,diou_loss,ciou_loss,center_loss,size_loss,obj_loss,precision,recall,f1_score,average_precision,true_positives,false_positives,false_negatives
2,0,7.385398864746094,1.0550566911697388,0.9966044425964355,1.9573915004730225,1.8940727710723877,1.8955858945846558,0.008822374977171421,0.0012346284929662943,0.6316869854927063,0.04239368111026819,0.7509881422924901,0.08025682182985552,0.3071759972808489,950,21459,315
