epoch_num,train_epoch_loss,uw_val_epoch_loss,val_epoch_loss,iou_loss,giou_loss,diou_loss,ciou_loss,center_loss,size_loss,obj_loss,precision,recall,f1_score,average_precision,true_positives,false_positives,false_negatives
5,0,7.428616523742676,1.0612306594848633,0.997538149356842,1.9448217153549194,1.8662021160125732,1.8679349422454834,0.008084999397397041,0.0038316769059747458,0.7402022480964661,0.09852525886413555,0.4964426877470356,0.1644194266265218,0.18754764311366975,628,5746,637
