epoch_num,train_epoch_loss,uw_val_epoch_loss,val_epoch_loss,iou_loss,giou_loss,diou_loss,ciou_loss,center_loss,size_loss,obj_loss,precision,recall,f1_score,average_precision,true_positives,false_positives,false_negatives
8,0,7.537471294403076,1.076780915260315,0.9968981146812439,1.9535402059555054,1.8815151453018188,1.8829675912857056,0.008780919946730137,0.002608349546790123,0.8111608624458313,0.18130932100267705,0.5889328063241107,0.27726088574618535,0.33028169249014916,745,3364,520
