epoch_num,train_epoch_loss,uw_val_epoch_loss,val_epoch_loss,iou_loss,giou_loss,diou_loss,ciou_loss,center_loss,size_loss,obj_loss,precision,recall,f1_score,average_precision,true_positives,false_positives,false_negatives
1,0,7.437680244445801,1.062525749206543,0.9978945851325989,1.9522722959518433,1.8807916641235352,1.882138967514038,0.00819756556302309,0.1082897037267685,0.6080949306488037,0.00625012500250005,0.49407114624505927,0.012344094091622805,0.11143726648368533,625,99373,640
