epoch_num,train_epoch_loss,uw_val_epoch_loss,val_epoch_loss,iou_loss,giou_loss,diou_loss,ciou_loss,center_loss,size_loss,obj_loss,precision,recall,f1_score,average_precision,true_positives,false_positives,false_negatives
11,0,7.930500030517578,1.1329278945922852,0.9973912835121155,1.9658983945846558,1.9071675539016724,1.908732295036316,0.008616738952696323,0.001342163304798305,1.1413509845733643,0.7953964194373402,0.7375494071146245,0.7653814602132896,0.6767136709620432,933,240,332
