epoch_num,train_epoch_loss,uw_val_epoch_loss,val_epoch_loss,iou_loss,giou_loss,diou_loss,ciou_loss,center_loss,size_loss,obj_loss,precision,recall,f1_score,average_precision,true_positives,false_positives,false_negatives
3,0,7.4368181228637695,1.0624021291732788,0.9976200461387634,1.9573944807052612,1.8836181163787842,1.8856251239776611,0.008209601044654846,0.0044218092225492,0.6999290585517883,0.10993117010816125,0.44189723320158103,0.17606299212598425,0.1607350932514272,559,4526,706
