epoch_num,train_epoch_loss,uw_val_epoch_loss,val_epoch_loss,iou_loss,giou_loss,diou_loss,ciou_loss,center_loss,size_loss,obj_loss,precision,recall,f1_score,average_precision,true_positives,false_positives,false_negatives
10,0,7.567861557006836,1.0811235904693604,0.9976316690444946,1.9584168195724487,1.8845844268798828,1.8859193325042725,0.008548482321202755,0.0030224223155528307,0.8297393321990967,0.1729761211415259,0.46956521739130436,0.252819748882741,0.21096837054901235,594,2840,671
